timestamp,symbol,funding_rate,mark_price,index_price
2026-02-06 16:00:00.000,BTCUSDT,0.00005003,42030.51,42031.11
2026-02-07 00:00:00.000,BTCUSDT,0.00005027,42024.10,42022.60
2026-02-07 08:00:00.000,BTCUSDT,0.00005076,42017.90,42017.60
2026-02-07 16:00:00.000,BTCUSDT,0.00005149,42012.03,42012.93
2026-02-08 00:00:00.000,BTCUSDT,0.00005245,42006.61,42005.41
2026-02-08 08:00:00.000,BTCUSDT,0.00005364,42001.77,42001.77
2026-02-08 16:00:00.000,BTCUSDT,0.00005506,41997.60,41998.80
2026-02-09 00:00:00.000,BTCUSDT,0.00005670,41994.20,41993.30
2026-02-09 08:00:00.000,BTCUSDT,0.00005855,41991.64,41991.94
2026-02-09 16:00:00.000,BTCUSDT,0.00006060,41989.99,41991.49
2026-02-10 00:00:00.000,BTCUSDT,0.00006284,41989.27,41988.67
2026-02-10 08:00:00.000,BTCUSDT,0.00006527,41989.53,41990.13
2026-02-10 16:00:00.000,BTCUSDT,0.00006786,41990.76,41989.26
2026-02-11 00:00:00.000,BTCUSDT,0.00007061,41992.95,41992.65
2026-02-11 08:00:00.000,BTCUSDT,0.00007350,41996.06,41996.96
2026-02-11 16:00:00.000,BTCUSDT,0.00007653,42000.05,41998.85
2026-02-12 00:00:00.000,BTCUSDT,0.00007966,42004.84,42004.84
2026-02-12 08:00:00.000,BTCUSDT,0.00008290,42010.36,42011.56
2026-02-12 16:00:00.000,BTCUSDT,0.00008622,42016.50,42015.60
2026-02-13 00:00:00.000,BTCUSDT,0.00008960,42023.16,42023.46
2026-02-13 08:00:00.000,BTCUSDT,0.00009304,42030.22,42031.72
2026-02-13 16:00:00.000,BTCUSDT,0.00009651,42037.54,42036.94
2026-02-14 00:00:00.000,BTCUSDT,0.00010000,42045.00,42045.60
2026-02-14 08:00:00.000,BTCUSDT,0.00010349,42052.46,42050.96
2026-02-14 16:00:00.000,BTCUSDT,0.00010696,42059.78,42059.48
2026-02-15 00:00:00.000,BTCUSDT,0.00011040,42066.84,42067.74
2026-02-15 08:00:00.000,BTCUSDT,0.00011378,42073.50,42072.30
2026-02-15 16:00:00.000,BTCUSDT,0.00011710,42079.64,42079.64
2026-02-16 00:00:00.000,BTCUSDT,0.00012034,42085.16,42086.36
2026-02-16 08:00:00.000,BTCUSDT,0.00012347,42089.95,42089.05
2026-02-16 16:00:00.000,BTCUSDT,0.00012650,42093.94,42094.24
2026-02-17 00:00:00.000,BTCUSDT,0.00012939,42097.05,42098.55
2026-02-17 08:00:00.000,BTCUSDT,0.00013214,42099.24,42098.64
2026-02-17 16:00:00.000,BTCUSDT,0.00013473,42100.47,42101.07
2026-02-18 00:00:00.000,BTCUSDT,0.00013716,42100.73,42099.23
2026-02-18 08:00:00.000,BTCUSDT,0.00013940,42100.01,42099.71
2026-02-18 16:00:00.000,BTCUSDT,0.00014145,42098.36,42099.26
2026-02-19 00:00:00.000,BTCUSDT,0.00014330,42095.80,42094.60
2026-02-19 08:00:00.000,BTCUSDT,0.00014494,42092.40,42092.40
2026-02-19 16:00:00.000,BTCUSDT,0.00014636,42088.23,42089.43
2026-02-20 00:00:00.000,BTCUSDT,0.00014755,42083.39,42082.49
2026-02-20 08:00:00.000,BTCUSDT,0.00014851,42077.97,42078.27
2026-02-20 16:00:00.000,BTCUSDT,0.00014924,42072.10,42073.60
2026-02-21 00:00:00.000,BTCUSDT,0.00014973,42065.90,42065.30
2026-02-21 08:00:00.000,BTCUSDT,0.00014997,42059.49,42060.09
2026-02-21 16:00:00.000,BTCUSDT,0.00014997,42053.01,42051.51
2026-02-22 00:00:00.000,BTCUSDT,0.00014973,42046.60,42046.30
2026-02-22 08:00:00.000,BTCUSDT,0.00014924,42040.40,42041.30
2026-02-22 16:00:00.000,BTCUSDT,0.00014851,42034.53,42033.33
2026-02-23 00:00:00.000,BTCUSDT,0.00014755,42029.11,42029.11
2026-02-23 08:00:00.000,BTCUSDT,0.00014636,42024.27,42025.47
2026-02-23 16:00:00.000,BTCUSDT,0.00014494,42020.10,42019.20
2026-02-24 00:00:00.000,BTCUSDT,0.00014330,42016.70,42017.00
2026-02-24 08:00:00.000,BTCUSDT,0.00014145,42014.14,42015.64
2026-02-24 16:00:00.000,BTCUSDT,0.00013940,42012.49,42011.89
2026-02-25 00:00:00.000,BTCUSDT,0.00013716,42011.77,42012.37
2026-02-25 08:00:00.000,BTCUSDT,0.00013473,42012.03,42010.53
2026-02-25 16:00:00.000,BTCUSDT,0.00013214,42013.26,42012.96
2026-02-26 00:00:00.000,BTCUSDT,0.00012939,42015.45,42016.35
2026-02-26 08:00:00.000,BTCUSDT,0.00012650,42018.56,42017.36
2026-02-26 16:00:00.000,BTCUSDT,0.00012347,42022.55,42022.55
2026-02-27 00:00:00.000,BTCUSDT,0.00012034,42027.34,42028.54
2026-02-27 08:00:00.000,BTCUSDT,0.00011710,42032.86,42031.96
2026-02-27 16:00:00.000,BTCUSDT,0.00011378,42039.00,42039.30
2026-02-28 00:00:00.000,BTCUSDT,0.00011040,42045.66,42047.16
2026-02-28 08:00:00.000,BTCUSDT,0.00010696,42052.72,42052.12
2026-02-28 16:00:00.000,BTCUSDT,0.00010349,42060.04,42060.64
2026-03-01 00:00:00.000,BTCUSDT,0.00010000,42067.50,42066.00
2026-03-01 08:00:00.000,BTCUSDT,0.00009651,42074.96,42074.66
2026-03-01 16:00:00.000,BTCUSDT,0.00009304,42082.28,42083.18
2026-03-02 00:00:00.000,BTCUSDT,0.00008960,42089.34,42088.14
2026-03-02 08:00:00.000,BTCUSDT,0.00008622,42096.00,42096.00
2026-03-02 16:00:00.000,BTCUSDT,0.00008290,42102.14,42103.34
2026-03-03 00:00:00.000,BTCUSDT,0.00007966,42107.66,42106.76
2026-03-03 08:00:00.000,BTCUSDT,0.00007653,42112.45,42112.75
2026-03-03 16:00:00.000,BTCUSDT,0.00007350,42116.44,42117.94
2026-03-04 00:00:00.000,BTCUSDT,0.00007061,42119.55,42118.95
2026-03-04 08:00:00.000,BTCUSDT,0.00006786,42121.74,42122.34
2026-03-04 16:00:00.000,BTCUSDT,0.00006527,42122.97,42121.47
2026-03-05 00:00:00.000,BTCUSDT,0.00006284,42123.23,42122.93
2026-03-05 08:00:00.000,BTCUSDT,0.00006060,42122.51,42123.41
2026-03-05 16:00:00.000,BTCUSDT,0.00005855,42120.86,42119.66
2026-03-06 00:00:00.000,BTCUSDT,0.00005670,42118.30,42118.30
2026-03-06 08:00:00.000,BTCUSDT,0.00005506,42114.90,42116.10
2026-03-06 16:00:00.000,BTCUSDT,0.00005364,42110.73,42109.83
2026-03-07 00:00:00.000,BTCUSDT,0.00005245,42105.89,42106.19
2026-03-07 08:00:00.000,BTCUSDT,0.00005149,42100.47,42101.97
2026-03-07 16:00:00.000,BTCUSDT,0.00005076,42094.60,42094.00
2026-03-08 00:00:00.000,BTCUSDT,0.00005027,42088.40,42089.00
2026-03-08 08:00:00.000,BTCUSDT,0.00005003,42081.99,42080.49
2026-03-08 16:00:00.000,BTCUSDT,0.00005003,42075.51,42075.21
2026-03-09 00:00:00.000,BTCUSDT,0.00005027,42069.10,42070.00
2026-03-09 08:00:00.000,BTCUSDT,0.00005076,42062.90,42061.70
2026-03-09 16:00:00.000,BTCUSDT,0.00005149,42057.03,42057.03
2026-03-10 00:00:00.000,BTCUSDT,0.00005245,42051.61,42052.81
2026-03-10 08:00:00.000,BTCUSDT,0.00005364,42046.77,42045.87
2026-03-10 16:00:00.000,BTCUSDT,0.00005506,42042.60,42042.90
2026-03-11 00:00:00.000,BTCUSDT,0.00005670,42039.20,42040.70
2026-03-11 08:00:00.000,BTCUSDT,0.00005855,42036.64,42036.04
2026-03-11 16:00:00.000,BTCUSDT,0.00006060,42034.99,42035.59
2026-03-12 00:00:00.000,BTCUSDT,0.00006284,42034.27,42032.77
2026-03-12 08:00:00.000,BTCUSDT,0.00006527,42034.53,42034.23
2026-03-12 16:00:00.000,BTCUSDT,0.00006786,42035.76,42036.66
2026-03-13 00:00:00.000,BTCUSDT,0.00007061,42037.95,42036.75
2026-03-13 08:00:00.000,BTCUSDT,0.00007350,42041.06,42041.06
2026-03-13 16:00:00.000,BTCUSDT,0.00007653,42045.05,42046.25
2026-03-14 00:00:00.000,BTCUSDT,0.00007966,42049.84,42048.94
2026-03-14 08:00:00.000,BTCUSDT,0.00008290,42055.36,42055.66
2026-03-14 16:00:00.000,BTCUSDT,0.00008622,42061.50,42063.00
2026-03-15 00:00:00.000,BTCUSDT,0.00008960,42068.16,42067.56
2026-03-15 08:00:00.000,BTCUSDT,0.00009304,42075.22,42075.82
2026-03-15 16:00:00.000,BTCUSDT,0.00009651,42082.54,42081.04
