timestamp,symbol,open,high,low,close,volume
2026-01-15 10:00:41.000,BTCUSDT,42165.62,42171.18,42162.66,42167.52,4.8000
2026-01-15 10:00:42.000,BTCUSDT,42166.70,42173.56,42162.04,42167.00,7.1000
2026-01-15 10:00:43.000,BTCUSDT,42166.49,42169.45,42161.43,42166.49,9.4000
2026-01-15 10:00:44.000,BTCUSDT,42167.57,42171.83,42165.96,42165.97,1.7000
2026-01-15 10:00:45.000,BTCUSDT,42167.35,42174.21,42165.44,42165.45,4.0000
2026-01-15 10:00:46.000,BTCUSDT,42168.43,42170.09,42165.07,42170.03,6.3000
2026-01-15 10:00:47.000,BTCUSDT,42168.21,42172.47,42164.45,42169.51,8.6000
2026-01-15 10:00:48.000,BTCUSDT,42169.29,42174.85,42163.83,42168.99,0.9000
2026-01-15 10:00:49.000,BTCUSDT,42169.07,42170.73,42163.21,42168.47,3.2000
2026-01-15 10:00:50.000,BTCUSDT,42170.15,42173.11,42167.94,42167.95,5.5000
2026-01-15 10:00:51.000,BTCUSDT,42169.93,42175.49,42167.42,42167.43,7.8000
2026-01-15 10:00:52.000,BTCUSDT,42169.71,42172.02,42166.85,42172.01,10.1000
2026-01-15 10:00:53.000,BTCUSDT,42170.78,42173.74,42166.22,42171.48,2.4000
2026-01-15 10:00:54.000,BTCUSDT,42170.56,42176.12,42165.60,42170.96,4.7000
2026-01-15 10:00:55.000,BTCUSDT,42171.63,42178.49,42170.42,42170.43,7.0000
2026-01-15 10:00:56.000,BTCUSDT,42171.40,42174.36,42169.84,42169.90,9.3000
2026-01-15 10:00:57.000,BTCUSDT,42172.48,42176.74,42169.22,42174.48,1.6000
2026-01-15 10:00:58.000,BTCUSDT,42172.25,42179.11,42168.59,42173.95,3.9000
2026-01-15 10:00:59.000,BTCUSDT,42173.32,42174.98,42167.96,42173.42,6.2000
2026-01-15 10:01:00.000,BTCUSDT,42173.09,42177.35,42167.33,42172.89,8.5000
2026-01-15 10:01:01.000,BTCUSDT,42174.16,42179.72,42172.20,42172.36,0.8000
2026-01-15 10:01:02.000,BTCUSDT,42173.92,42175.58,42171.56,42171.82,3.1000
2026-01-15 10:01:03.000,BTCUSDT,42174.99,42177.95,42170.93,42176.39,5.4000
2026-01-15 10:01:04.000,BTCUSDT,42174.75,42180.31,42170.29,42175.85,7.7000
2026-01-15 10:01:05.000,BTCUSDT,42174.52,42176.18,42169.66,42175.32,10.0000
2026-01-15 10:01:06.000,BTCUSDT,42175.58,42178.54,42174.52,42174.78,2.3000
2026-01-15 10:01:07.000,BTCUSDT,42175.34,42180.90,42173.88,42174.24,4.6000
2026-01-15 10:01:08.000,BTCUSDT,42176.40,42183.26,42173.24,42173.70,6.9000
2026-01-15 10:01:09.000,BTCUSDT,42176.16,42179.12,42172.60,42178.26,9.2000
2026-01-15 10:01:10.000,BTCUSDT,42177.22,42181.48,42171.96,42177.72,1.5000
2026-01-15 10:01:11.000,BTCUSDT,42176.98,42183.84,42171.32,42177.18,3.8000
2026-01-15 10:01:12.000,BTCUSDT,42178.04,42179.70,42176.18,42176.64,6.1000
2026-01-15 10:01:13.000,BTCUSDT,42177.79,42182.05,42175.53,42176.09,8.4000
2026-01-15 10:01:14.000,BTCUSDT,42178.85,42184.41,42174.89,42180.65,0.7000
2026-01-15 10:01:15.000,BTCUSDT,42178.60,42180.26,42174.24,42180.10,3.0000
2026-01-15 10:01:16.000,BTCUSDT,42179.65,42182.61,42173.59,42179.55,5.3000
2026-01-15 10:01:17.000,BTCUSDT,42179.40,42184.96,42178.44,42179.00,7.6000
2026-01-15 10:01:18.000,BTCUSDT,42179.15,42180.81,42177.79,42178.45,9.9000
2026-01-15 10:01:19.000,BTCUSDT,42180.20,42183.16,42177.14,42177.90,2.2000
2026-01-15 10:01:20.000,BTCUSDT,42179.95,42185.51,42176.49,42182.45,4.5000
2026-01-15 10:01:21.000,BTCUSDT,42180.99,42187.85,42175.83,42181.89,6.8000
2026-01-15 10:01:22.000,BTCUSDT,42180.74,42183.70,42175.18,42181.34,9.1000
2026-01-15 10:01:23.000,BTCUSDT,42181.78,42186.04,42180.02,42180.78,1.4000
2026-01-15 10:01:24.000,BTCUSDT,42181.52,42188.38,42179.36,42180.22,3.7000
2026-01-15 10:01:25.000,BTCUSDT,42182.56,42184.22,42178.70,42179.66,6.0000
2026-01-15 10:01:26.000,BTCUSDT,42182.30,42186.56,42178.04,42184.20,8.3000
2026-01-15 10:01:27.000,BTCUSDT,42183.34,42188.90,42177.38,42183.64,0.6000
2026-01-15 10:01:28.000,BTCUSDT,42183.07,42184.73,42182.21,42183.07,2.9000
2026-01-15 10:01:29.000,BTCUSDT,42184.11,42187.07,42181.55,42182.51,5.2000
2026-01-15 10:01:30.000,BTCUSDT,42183.84,42189.40,42180.88,42181.94,7.5000
2026-01-15 10:01:31.000,BTCUSDT,42183.57,42186.48,42180.21,42186.47,9.8000
2026-01-15 10:01:32.000,BTCUSDT,42184.60,42187.56,42179.54,42185.90,2.1000
2026-01-15 10:01:33.000,BTCUSDT,42184.33,42189.89,42178.87,42185.33,4.4000
2026-01-15 10:01:34.000,BTCUSDT,42185.36,42192.22,42183.70,42184.76,6.7000
2026-01-15 10:01:35.000,BTCUSDT,42185.08,42188.04,42183.02,42184.18,9.0000
2026-01-15 10:01:36.000,BTCUSDT,42186.11,42190.37,42182.35,42183.61,1.3000
2026-01-15 10:01:37.000,BTCUSDT,42185.83,42192.69,42181.67,42188.13,3.6000
2026-01-15 10:01:38.000,BTCUSDT,42186.85,42188.51,42180.99,42187.55,5.9000
2026-01-15 10:01:39.000,BTCUSDT,42186.57,42190.83,42185.81,42186.97,8.2000
2026-01-15 10:01:40.000,BTCUSDT,42187.59,42193.15,42185.13,42186.39,0.5000
2026-01-15 10:01:41.000,BTCUSDT,42187.31,42188.97,42184.45,42185.81,2.8000
2026-01-15 10:01:42.000,BTCUSDT,42188.32,42191.28,42183.76,42185.22,5.1000
2026-01-15 10:01:43.000,BTCUSDT,42188.03,42193.59,42183.07,42189.73,7.4000
2026-01-15 10:01:44.000,BTCUSDT,42187.75,42189.41,42182.39,42189.15,9.7000
2026-01-15 10:01:45.000,BTCUSDT,42188.76,42191.72,42187.20,42188.56,2.0000
2026-01-15 10:01:46.000,BTCUSDT,42188.47,42194.03,42186.51,42187.97,4.3000
2026-01-15 10:01:47.000,BTCUSDT,42189.47,42196.33,42185.81,42187.37,6.6000
2026-01-15 10:01:48.000,BTCUSDT,42189.18,42192.14,42185.12,42191.88,8.9000
2026-01-15 10:01:49.000,BTCUSDT,42190.18,42194.44,42184.42,42191.28,1.2000
2026-01-15 10:01:50.000,BTCUSDT,42189.88,42196.74,42189.22,42190.68,3.5000
2026-01-15 10:01:51.000,BTCUSDT,42190.88,42192.54,42188.52,42190.08,5.8000
2026-01-15 10:01:52.000,BTCUSDT,42190.58,42194.84,42187.82,42189.48,8.1000
2026-01-15 10:01:53.000,BTCUSDT,42191.58,42197.14,42187.12,42188.88,10.4000
2026-01-15 10:01:54.000,BTCUSDT,42191.27,42193.38,42186.41,42193.37,2.7000
2026-01-15 10:01:55.000,BTCUSDT,42192.27,42195.23,42185.71,42192.77,5.0000
2026-01-15 10:01:56.000,BTCUSDT,42191.96,42197.52,42190.50,42192.16,7.3000
2026-01-15 10:01:57.000,BTCUSDT,42191.65,42193.31,42189.79,42191.55,9.6000
2026-01-15 10:01:58.000,BTCUSDT,42192.64,42195.60,42189.08,42190.94,1.9000
2026-01-15 10:01:59.000,BTCUSDT,42192.32,42197.88,42188.36,42190.32,4.2000
2026-01-15 10:02:00.000,BTCUSDT,42193.31,42200.17,42187.65,42194.81,6.5000
2026-01-15 10:02:01.000,BTCUSDT,42192.99,42195.95,42192.43,42194.19,8.8000
2026-01-15 10:02:02.000,BTCUSDT,42193.97,42198.23,42191.71,42193.57,1.1000
2026-01-15 10:02:03.000,BTCUSDT,42193.65,42200.51,42190.99,42192.95,3.4000
2026-01-15 10:02:04.000,BTCUSDT,42194.63,42196.29,42190.27,42192.33,5.7000
2026-01-15 10:02:05.000,BTCUSDT,42194.30,42198.56,42189.54,42196.80,8.0000
2026-01-15 10:02:06.000,BTCUSDT,42195.28,42200.84,42188.82,42196.18,10.3000
2026-01-15 10:02:07.000,BTCUSDT,42194.95,42196.61,42193.59,42195.55,2.6000
2026-01-15 10:02:08.000,BTCUSDT,42195.92,42198.88,42192.86,42194.92,4.9000
2026-01-15 10:02:09.000,BTCUSDT,42195.58,42201.14,42192.12,42194.28,7.2000
2026-01-15 10:02:10.000,BTCUSDT,42195.25,42196.91,42191.39,42193.65,9.5000
2026-01-15 10:02:11.000,BTCUSDT,42196.21,42199.17,42190.65,42198.11,1.8000
2026-01-15 10:02:12.000,BTCUSDT,42195.88,42201.44,42195.42,42197.48,4.1000
2026-01-15 10:02:13.000,BTCUSDT,42196.84,42203.70,42194.68,42196.84,6.4000
2026-01-15 10:02:14.000,BTCUSDT,42196.49,42199.45,42193.93,42196.19,8.7000
2026-01-15 10:02:15.000,BTCUSDT,42197.45,42201.71,42193.19,42195.55,1.0000
2026-01-15 10:02:16.000,BTCUSDT,42197.11,42203.97,42192.45,42194.91,3.3000
2026-01-15 10:02:17.000,BTCUSDT,42198.06,42199.72,42191.70,42199.36,5.6000
2026-01-15 10:02:18.000,BTCUSDT,42197.71,42201.97,42196.45,42198.71,7.9000
2026-01-15 10:02:19.000,BTCUSDT,42198.66,42204.22,42195.70,42198.06,10.2000
2026-01-15 10:02:20.000,BTCUSDT,42198.30,42199.96,42194.94,42197.40,2.5000
2026-01-15 10:02:21.000,BTCUSDT,42199.25,42202.21,42194.19,42196.75,4.8000
2026-01-15 10:02:22.000,BTCUSDT,42198.89,42204.45,42193.43,42201.19,7.1000
2026-01-15 10:02:23.000,BTCUSDT,42198.53,42200.54,42198.17,42200.53,9.4000
2026-01-15 10:02:24.000,BTCUSDT,42199.47,42202.43,42197.41,42199.87,1.7000
2026-01-15 10:02:25.000,BTCUSDT,42199.10,42204.66,42196.64,42199.20,4.0000
2026-01-15 10:02:26.000,BTCUSDT,42200.04,42206.90,42195.88,42198.54,6.3000
2026-01-15 10:02:27.000,BTCUSDT,42199.67,42202.63,42195.11,42197.87,8.6000
2026-01-15 10:02:28.000,BTCUSDT,42200.60,42204.86,42194.34,42202.30,0.9000
2026-01-15 10:02:29.000,BTCUSDT,42200.23,42207.09,42199.07,42201.63,3.2000
2026-01-15 10:02:30.000,BTCUSDT,42201.15,42202.81,42198.29,42200.95,5.5000
2026-01-15 10:02:31.000,BTCUSDT,42200.77,42205.03,42197.51,42200.27,7.8000
2026-01-15 10:02:32.000,BTCUSDT,42201.70,42207.26,42196.74,42199.60,10.1000
2026-01-15 10:02:33.000,BTCUSDT,42201.32,42202.98,42195.96,42198.92,2.4000
2026-01-15 10:02:34.000,BTCUSDT,42202.23,42205.19,42200.67,42203.33,4.7000
2026-01-15 10:02:35.000,BTCUSDT,42201.85,42207.41,42199.89,42202.65,7.0000
2026-01-15 10:02:36.000,BTCUSDT,42201.46,42203.12,42199.10,42201.96,9.3000
2026-01-15 10:02:37.000,BTCUSDT,42202.37,42205.33,42198.31,42201.27,1.6000
2026-01-15 10:02:38.000,BTCUSDT,42201.98,42207.54,42197.52,42200.58,3.9000
2026-01-15 10:02:39.000,BTCUSDT,42202.89,42209.75,42196.73,42204.99,6.2000
2026-01-15 10:02:40.000,BTCUSDT,42202.49,42205.45,42201.43,42204.29,8.5000
2026-01-15 10:02:41.000,BTCUSDT,42203.39,42207.65,42200.63,42203.59,0.8000
2026-01-15 10:02:42.000,BTCUSDT,42202.99,42209.85,42199.83,42202.89,3.1000
2026-01-15 10:02:43.000,BTCUSDT,42203.89,42205.55,42199.03,42202.19,5.4000
2026-01-15 10:02:44.000,BTCUSDT,42203.48,42207.74,42198.22,42201.48,7.7000
2026-01-15 10:02:45.000,BTCUSDT,42204.38,42209.94,42202.92,42205.88,10.0000
2026-01-15 10:02:46.000,BTCUSDT,42203.97,42205.63,42202.11,42205.17,2.3000
2026-01-15 10:02:47.000,BTCUSDT,42204.86,42207.82,42201.30,42204.46,4.6000
2026-01-15 10:02:48.000,BTCUSDT,42204.44,42210.00,42200.48,42203.74,6.9000
2026-01-15 10:02:49.000,BTCUSDT,42204.03,42205.69,42199.67,42203.03,9.2000
2026-01-15 10:02:50.000,BTCUSDT,42204.91,42207.87,42198.85,42202.31,1.5000
2026-01-15 10:02:51.000,BTCUSDT,42204.49,42210.05,42203.53,42206.69,3.8000
2026-01-15 10:02:52.000,BTCUSDT,42205.37,42212.23,42202.71,42205.97,6.1000
2026-01-15 10:02:53.000,BTCUSDT,42204.94,42207.90,42201.88,42205.24,8.4000
2026-01-15 10:02:54.000,BTCUSDT,42205.81,42210.07,42201.05,42204.51,0.7000
2026-01-15 10:02:55.000,BTCUSDT,42205.38,42212.24,42200.22,42203.78,3.0000
2026-01-15 10:02:56.000,BTCUSDT,42206.25,42208.16,42204.89,42208.15,5.3000
2026-01-15 10:02:57.000,BTCUSDT,42205.82,42210.08,42204.06,42207.42,7.6000
2026-01-15 10:02:58.000,BTCUSDT,42206.68,42212.24,42203.22,42206.68,9.9000
2026-01-15 10:02:59.000,BTCUSDT,42206.24,42207.90,42202.38,42205.94,2.2000
2026-01-15 10:03:00.000,BTCUSDT,42207.10,42210.06,42201.54,42205.20,4.5000
2026-01-15 10:03:01.000,BTCUSDT,42206.66,42212.22,42200.70,42204.46,6.8000
2026-01-15 10:03:02.000,BTCUSDT,42206.21,42208.82,42205.35,42208.81,9.1000
2026-01-15 10:03:03.000,BTCUSDT,42207.07,42210.03,42204.51,42208.07,1.4000
2026-01-15 10:03:04.000,BTCUSDT,42206.62,42212.18,42203.66,42207.32,3.7000
2026-01-15 10:03:05.000,BTCUSDT,42207.46,42214.32,42202.80,42206.56,6.0000
2026-01-15 10:03:06.000,BTCUSDT,42207.01,42209.97,42201.95,42205.81,8.3000
2026-01-15 10:03:07.000,BTCUSDT,42207.85,42212.11,42205.04,42205.05,0.6000
2026-01-15 10:03:08.000,BTCUSDT,42207.39,42214.25,42205.73,42209.39,2.9000
2026-01-15 10:03:09.000,BTCUSDT,42208.23,42209.89,42204.87,42208.63,5.2000
2026-01-15 10:03:10.000,BTCUSDT,42207.76,42212.02,42204.00,42207.86,7.5000
2026-01-15 10:03:11.000,BTCUSDT,42208.60,42214.16,42203.14,42207.10,9.8000
2026-01-15 10:03:12.000,BTCUSDT,42208.13,42209.79,42202.27,42206.33,2.1000
2026-01-15 10:03:13.000,BTCUSDT,42208.96,42211.92,42206.90,42210.66,4.4000
2026-01-15 10:03:14.000,BTCUSDT,42208.48,42214.04,42206.02,42209.88,6.7000
2026-01-15 10:03:15.000,BTCUSDT,42208.01,42209.67,42205.15,42209.11,9.0000
2026-01-15 10:03:16.000,BTCUSDT,42208.83,42211.79,42204.27,42208.33,1.3000
2026-01-15 10:03:17.000,BTCUSDT,42208.35,42213.91,42203.39,42207.55,3.6000
2026-01-15 10:03:18.000,BTCUSDT,42209.16,42216.02,42206.75,42206.76,5.9000
2026-01-15 10:03:19.000,BTCUSDT,42208.68,42211.64,42207.12,42211.08,8.2000
2026-01-15 10:03:20.000,BTCUSDT,42209.49,42213.75,42206.23,42210.29,0.5000
2026-01-15 10:03:21.000,BTCUSDT,42209.00,42215.86,42205.34,42209.50,2.8000
2026-01-15 10:03:22.000,BTCUSDT,42209.81,42211.47,42204.45,42208.71,5.1000
2026-01-15 10:03:23.000,BTCUSDT,42209.31,42213.57,42203.55,42207.91,7.4000
2026-01-15 10:03:24.000,BTCUSDT,42210.11,42215.67,42207.10,42207.11,9.7000
2026-01-15 10:03:25.000,BTCUSDT,42209.61,42211.42,42207.25,42211.41,2.0000
2026-01-15 10:03:26.000,BTCUSDT,42210.41,42213.37,42206.35,42210.61,4.3000
2026-01-15 10:03:27.000,BTCUSDT,42209.91,42215.47,42205.45,42209.81,6.6000
2026-01-15 10:03:28.000,BTCUSDT,42209.40,42211.06,42204.54,42209.00,8.9000
2026-01-15 10:03:29.000,BTCUSDT,42210.19,42213.15,42208.18,42208.19,1.2000
2026-01-15 10:03:30.000,BTCUSDT,42209.68,42215.24,42208.22,42212.48,3.5000
2026-01-15 10:03:31.000,BTCUSDT,42210.46,42217.32,42207.30,42211.66,5.8000
2026-01-15 10:03:32.000,BTCUSDT,42209.94,42212.90,42206.38,42210.84,8.1000
2026-01-15 10:03:33.000,BTCUSDT,42210.72,42214.98,42205.46,42210.02,10.4000
2026-01-15 10:03:34.000,BTCUSDT,42210.20,42217.06,42204.54,42209.20,2.7000
2026-01-15 10:03:35.000,BTCUSDT,42210.98,42212.64,42208.37,42208.38,5.0000
2026-01-15 10:03:36.000,BTCUSDT,42210.45,42214.71,42208.19,42212.65,7.3000
2026-01-15 10:03:37.000,BTCUSDT,42211.22,42216.78,42207.26,42211.82,9.6000
2026-01-15 10:03:38.000,BTCUSDT,42210.69,42212.35,42206.33,42210.99,1.9000
2026-01-15 10:03:39.000,BTCUSDT,42211.46,42214.42,42205.40,42210.16,4.2000
2026-01-15 10:03:40.000,BTCUSDT,42210.92,42216.48,42209.31,42209.32,6.5000
2026-01-15 10:03:41.000,BTCUSDT,42210.38,42212.04,42208.47,42208.48,8.8000
2026-01-15 10:03:42.000,BTCUSDT,42211.14,42214.10,42208.08,42212.74,1.1000
2026-01-15 10:03:43.000,BTCUSDT,42210.60,42216.16,42207.14,42211.90,3.4000
2026-01-15 10:03:44.000,BTCUSDT,42211.35,42218.21,42206.19,42211.05,5.7000
2026-01-15 10:03:45.000,BTCUSDT,42210.80,42213.76,42205.24,42210.20,8.0000
2026-01-15 10:03:46.000,BTCUSDT,42211.55,42215.81,42209.34,42209.35,10.3000
2026-01-15 10:03:47.000,BTCUSDT,42211.00,42217.86,42208.84,42213.60,2.6000
2026-01-15 10:03:48.000,BTCUSDT,42211.74,42213.40,42207.88,42212.74,4.9000
2026-01-15 10:03:49.000,BTCUSDT,42211.18,42215.44,42206.92,42211.88,7.2000
2026-01-15 10:03:50.000,BTCUSDT,42211.92,42217.48,42205.96,42211.02,9.5000
2026-01-15 10:03:51.000,BTCUSDT,42211.36,42213.02,42210.15,42210.16,1.8000
2026-01-15 10:03:52.000,BTCUSDT,42212.09,42215.05,42209.28,42209.29,4.1000
2026-01-15 10:03:53.000,BTCUSDT,42211.52,42217.08,42208.56,42213.52,6.4000
2026-01-15 10:03:54.000,BTCUSDT,42210.95,42212.66,42207.59,42212.65,8.7000
2026-01-15 10:03:55.000,BTCUSDT,42211.68,42214.64,42206.62,42211.78,1.0000
2026-01-15 10:03:56.000,BTCUSDT,42211.10,42216.66,42205.64,42210.90,3.3000
2026-01-15 10:03:57.000,BTCUSDT,42211.82,42218.68,42210.01,42210.02,5.6000
2026-01-15 10:03:58.000,BTCUSDT,42211.24,42214.20,42209.13,42209.14,7.9000
2026-01-15 10:03:59.000,BTCUSDT,42211.96,42216.22,42208.20,42213.36,10.2000
2026-01-15 10:04:00.000,BTCUSDT,42211.38,42218.24,42207.22,42212.48,2.5000
2026-01-15 10:04:01.000,BTCUSDT,42212.09,42213.75,42206.23,42211.59,4.8000
2026-01-15 10:04:02.000,BTCUSDT,42211.50,42215.76,42210.69,42210.70,7.1000
2026-01-15 10:04:03.000,BTCUSDT,42212.21,42217.77,42209.75,42209.81,9.4000
2026-01-15 10:04:04.000,BTCUSDT,42211.61,42214.02,42208.75,42214.01,1.7000
2026-01-15 10:04:05.000,BTCUSDT,42212.31,42215.27,42207.75,42213.11,4.0000
2026-01-15 10:04:06.000,BTCUSDT,42211.71,42217.27,42206.75,42212.21,6.3000
2026-01-15 10:04:07.000,BTCUSDT,42211.11,42212.77,42205.75,42211.31,8.6000
2026-01-15 10:04:08.000,BTCUSDT,42211.81,42214.77,42210.25,42210.41,0.9000
2026-01-15 10:04:09.000,BTCUSDT,42211.20,42216.76,42209.24,42209.50,3.2000
2026-01-15 10:04:10.000,BTCUSDT,42211.89,42218.75,42208.23,42213.69,5.5000
2026-01-15 10:04:11.000,BTCUSDT,42211.28,42214.24,42207.22,42212.78,7.8000
2026-01-15 10:04:12.000,BTCUSDT,42211.96,42216.22,42206.20,42211.86,10.1000
2026-01-15 10:04:13.000,BTCUSDT,42211.35,42218.21,42210.69,42210.95,2.4000
2026-01-15 10:04:14.000,BTCUSDT,42212.03,42213.69,42209.67,42210.03,4.7000
2026-01-15 10:04:15.000,BTCUSDT,42211.41,42215.67,42208.65,42209.11,7.0000
2026-01-15 10:04:16.000,BTCUSDT,42212.08,42217.64,42207.62,42213.28,9.3000
2026-01-15 10:04:17.000,BTCUSDT,42211.46,42213.12,42206.60,42212.36,1.6000
2026-01-15 10:04:18.000,BTCUSDT,42212.13,42215.09,42205.57,42211.43,3.9000
2026-01-15 10:04:19.000,BTCUSDT,42211.50,42217.06,42210.04,42210.50,6.2000
2026-01-15 10:04:20.000,BTCUSDT,42210.86,42212.52,42209.00,42209.56,8.5000
2026-01-15 10:04:21.000,BTCUSDT,42211.53,42214.49,42207.97,42213.73,0.8000
2026-01-15 10:04:22.000,BTCUSDT,42210.89,42216.45,42206.93,42212.79,3.1000
2026-01-15 10:04:23.000,BTCUSDT,42211.55,42218.41,42205.89,42211.85,5.4000
2026-01-15 10:04:24.000,BTCUSDT,42210.91,42213.87,42210.35,42210.91,7.7000
2026-01-15 10:04:25.000,BTCUSDT,42211.56,42215.82,42209.30,42209.96,10.0000
2026-01-15 10:04:26.000,BTCUSDT,42210.92,42217.78,42208.26,42209.02,2.3000
2026-01-15 10:04:27.000,BTCUSDT,42211.57,42213.23,42207.21,42213.17,4.6000
2026-01-15 10:04:28.000,BTCUSDT,42210.91,42215.17,42206.15,42212.21,6.9000
2026-01-15 10:04:29.000,BTCUSDT,42211.56,42217.12,42205.10,42211.26,9.2000
2026-01-15 10:04:30.000,BTCUSDT,42210.90,42212.56,42209.54,42210.30,1.5000
2026-01-15 10:04:31.000,BTCUSDT,42211.54,42214.50,42208.48,42209.34,3.8000
2026-01-15 10:04:32.000,BTCUSDT,42210.88,42216.44,42207.42,42208.38,6.1000
2026-01-15 10:04:33.000,BTCUSDT,42210.22,42212.53,42206.36,42212.52,8.4000
2026-01-15 10:04:34.000,BTCUSDT,42210.85,42213.81,42205.29,42211.55,0.7000
2026-01-15 10:04:35.000,BTCUSDT,42210.18,42215.74,42209.72,42210.58,3.0000
2026-01-15 10:04:36.000,BTCUSDT,42210.81,42217.67,42208.65,42209.61,5.3000
2026-01-15 10:04:37.000,BTCUSDT,42210.14,42213.10,42207.58,42208.64,7.6000
2026-01-15 10:04:38.000,BTCUSDT,42210.77,42215.03,42206.51,42212.77,9.9000
2026-01-15 10:04:39.000,BTCUSDT,42210.09,42216.95,42205.43,42211.79,2.2000
2026-01-15 10:04:40.000,BTCUSDT,42210.71,42212.37,42204.35,42210.81,4.5000
2026-01-15 10:04:41.000,BTCUSDT,42210.03,42214.29,42208.77,42209.83,6.8000
2026-01-15 10:04:42.000,BTCUSDT,42210.64,42216.20,42207.68,42208.84,9.1000
2026-01-15 10:04:43.000,BTCUSDT,42209.96,42211.62,42206.60,42207.86,1.4000
2026-01-15 10:04:44.000,BTCUSDT,42210.57,42213.53,42205.51,42211.97,3.7000
2026-01-15 10:04:45.000,BTCUSDT,42209.88,42215.44,42204.42,42210.98,6.0000
2026-01-15 10:04:46.000,BTCUSDT,42209.18,42210.84,42208.82,42209.98,8.3000
2026-01-15 10:04:47.000,BTCUSDT,42209.79,42212.75,42207.73,42208.99,0.6000
2026-01-15 10:04:48.000,BTCUSDT,42209.09,42214.65,42206.63,42207.99,2.9000
2026-01-15 10:04:49.000,BTCUSDT,42209.69,42216.55,42205.53,42206.99,5.2000
